id,likes,caption,imageURL,image_labels
CTziVHdN0zk,22724,ZARA ORIGINS. A project focused upon building a contemporary wardrobe. SEPTEMBER 16  @zaraman #zaraman #zaraorigins #comingsoon,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/241885518_590299211987450_2714372506386629621_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=zVthZSd1pxQAX9cQzM1&edm=AABBvjUBAAAA&ccb=7-4&oh=9d1e0edba48686be2f689bd091893347&oe=61982F61&_nc_sid=83d603,"['Font', 'Rectangle', 'Brand', 'Logo', 'Electric blue']"
CTuyTxVtVgh,23582,"KASSL EDITIONS X ZARA collection
Whether expressed in the perfect nylon rain hat or a quilted sofa, KASSL’s preoccupations with tactility, longevity, quality and colour are apparent 
in every item in the KASSL EDITIONS X ZARA capsule collection. 
The ambitious collaboration typifes KASSL’s distinctive clean, unpolished aesthetic and the brand’s commitment to quality.
#kassleditionsxzara @kassleditions",https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/241729581_387244442948524_3366982270056426212_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=Y5Igp3oDIr8AX_Aaaji&edm=AABBvjUBAAAA&ccb=7-4&oh=0611712d8a84371331e86890e3cbba89&oe=61986F33&_nc_sid=83d603,"['Shoulder', 'Sleeve', 'Dress shirt', 'Gesture', 'Collar', 'Automotive design', 'Blazer', 'Formal wear', 'Font', 'Electric blue']"
CTuKEjctn28,27569,"KASSL EDITIONS X ZARA collection
From early September 2021, individuals everywhere have a special opportunity to fully immerse themselves in the exacting inner and outer worlds of KASSL Editions, as the cult label adored by fashion insiders for its desirable utility-wear proudly presents a collection of durable objects for the home and an edit of new ready-to-wear designs with the respected brand Zara.
#kassleditionsxzara @kassleditions",https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/241730829_254134500048212_759266607795170806_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=108&_nc_ohc=BKDv917Xg34AX92Cx5-&edm=AABBvjUBAAAA&ccb=7-4&oh=b4056bbfbcaee75e718aa85289eaeb4f&oe=6197C8C1&_nc_sid=83d603,"['Outerwear', 'Leg', 'Comfort', 'Sleeve', 'Knee', 'Chair', 'Blazer', 'Fashion design', 'Formal wear', 'Electric blue']"
CTts-jgtXgz,25139,"KASSL EDITIONS X ZARA collection.
Modern, modular dressing for the home and the individual
#kassleditionsxzara @kassleditions",https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/241856920_4400129883359441_8407660978498821340_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=_rFC6DS9Hk8AX-uc8Tl&edm=AABBvjUBAAAA&ccb=7-4&oh=113e6ba286354660d49f7a532f1c3510&oe=61989D9F&_nc_sid=83d603,"['Outerwear', 'Shoulder', 'Product', 'Neck', 'Street fashion', 'Sleeve', 'Overcoat', 'Standing', 'Collar', 'Waist']"
CTpyitbNoNG,39716,The crochet edit @zarakids #zarakids,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/241668970_609958119995995_3130152747513767393_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=EtMXbrnhNXcAX8lfzQ3&edm=AABBvjUBAAAA&ccb=7-4&oh=157d4724235568096d6c9f3ad90ee7a5&oe=61991E7D&_nc_sid=83d603,"['Face', 'Head', 'Wheel', 'Tire', 'Plant', 'Smile', 'Photograph', 'Eye', 'Car', 'White']"
CTpB_gJNJRG,76648,Co-ord knitwear @zarakids #zarakids,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/241673385_842904633260024_8765392115502109969_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=108&_nc_ohc=-Sjyw7j9jrUAX-T38Ms&edm=AABBvjUBAAAA&ccb=7-4&oh=515234466b3d6aaf3d8d6fcea68be3e9&oe=619885C4&_nc_sid=83d603,"['Umbrella', 'Sleeve', 'Textile', 'Creative arts', 'Art', 'T-shirt', 'Rectangle', 'Pattern', 'Linens', 'Motif']"
CTosXAcNJut,25841,The crochet edit @zarakids #zarakids,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/241510614_868691150717556_1760718555768304286_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=100&_nc_ohc=olgeF9LDdbsAX-fK3Yr&tn=oFZ-Gq2sllr-Yy4I&edm=AABBvjUBAAAA&ccb=7-4&oh=cc2f972128b5331ae08cc42604c713a3&oe=619803B1&_nc_sid=83d603,"['Plant', 'Black-and-white', 'Style', 'Comfort', 'Grass', 'Toddler', 'Tree', 'Art', 'Monochrome photography', 'Happy']"
CTlzwcGNQHp,48449,Textured blazer #zarawoman,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/241499282_581412186345907_3381500774030358445_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=ACZQ6UjbG6gAX-hODpa&edm=AABBvjUBAAAA&ccb=7-4&oh=7c0933f91865887c04e9c94f013a0628&oe=61983FF4&_nc_sid=83d603,"['Trousers', 'Shoe', 'Sky', 'Cloud', 'Dress shirt', 'Sleeve', 'Street fashion', 'Gesture', 'Eyewear', 'Headgear']"
CTkJrauN9Mf,46231,New collection #zarawoman,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/241291560_852100265442334_6932402461376494371_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=LGnOeNUOhvAAX8ArHVK&edm=AABBvjUBAAAA&ccb=7-4&oh=607f6fda6dfd2643b5557196ba246da8&oe=61977B56&_nc_sid=83d603,"['Hairstyle', 'Outerwear', 'Vision care', 'Facial expression', 'Goggles', 'Sunglasses', 'Sleeve', 'Happy', 'Gesture', 'Flash photography']"
CTj4awTtRtt,49023,Textured blazer #zarawoman,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/241563693_331085882039458_3550605568017577761_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=TMWsomL6URAAX-hdai4&edm=AABBvjUBAAAA&ccb=7-4&oh=80bf9e6acc8cb280c92435d64f0fc62a&oe=61987E51&_nc_sid=83d603,"['Outerwear', 'Sky', 'Dress shirt', 'Fedora', 'Hat', 'Sleeve', 'Gesture', 'Collar', 'Street fashion', 'Waist']"
CTfNLxaNKw9,50277,"925// SILVER COLLECTION 
The new jewellery collection is sophisticated, delicate and minimal. 
Made in gold plated silver and reuterium decorated with zircons it is thought for the daily use elevating your looks #zarajewellery #zara",https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/241314915_376517857300966_8478275974082909951_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=_FT2gZR5e2IAX9GY9po&edm=AABBvjUBAAAA&ccb=7-4&oh=aeda10b4bc792b0371132abf416ddf82&oe=61991295&_nc_sid=83d603,"['Forehead', 'Nose', 'Hair', 'Lip', 'Chin', 'Hairstyle', 'Eyebrow', 'Facial expression', 'Organ', 'Dress shirt']"
CTe4ysWNWB4,64683,"925// SILVER COLLECTION 
The new jewellery collection is sophisticated, delicate and minimal. 
Made in gold plated silver and reuterium decorated with zircons it is thought for the daily use elevating your looks #zarajewellery #zara",https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/241325112_431703704952465_7201539796429522798_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=109&_nc_ohc=Oz9bhIGlz10AX8g5J10&edm=AABBvjUBAAAA&ccb=7-4&oh=ae261bb17f79af01827d39b5448bb351&oe=619891CC&_nc_sid=83d603,"['Forehead', 'Nose', 'Hair', 'Cheek', 'Skin', 'Lip', 'Chin', 'Eyebrow', 'Eyelash', 'Neck']"
CTeWenfNxUY,35117,"925// SILVER COLLECTION 
The new jewellery collection is sophisticated, delicate and minimal. 
Made in gold plated silver and reuterium decorated with zircons it is thought for the daily use elevating your looks #zarajewellery #zara",https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/241432057_555828378870867_6422919077255010742_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=103&_nc_ohc=8n-De9yTXFAAX9-4Vsm&edm=AABBvjUBAAAA&ccb=7-4&oh=055b94734f2353d0300faabbf70dadac&oe=6197E2A3&_nc_sid=83d603,"['Forehead', 'Nose', 'Cheek', 'Skin', 'Lip', 'Eyebrow', 'Eye', 'Eyelash', 'Neck', 'Flash photography']"
CTaJNXUtyFj,48997,The rock collection @zaraman #zaraman #zara,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/241273713_132741145745452_8575574823826537762_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=IVPjrMlzFp8AX-rL6qp&edm=AABBvjUBAAAA&ccb=7-4&oh=3afb92ee2228cd3c07dfbb59d3f16096&oe=6197E75E&_nc_sid=83d603,"['Suit trousers', 'Hair', 'Footwear', 'Face', 'Trousers', 'Shoe', 'Outerwear', 'Leg', 'Dress shirt', 'Neck']"
CTZtWdityX-,49639,The rock collection @zaraman #zaraman #zara,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/241176710_1212549492555414_3365592525606540891_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=106&_nc_ohc=A-ENQ2GvNRQAX-bZjWt&edm=AABBvjUBAAAA&ccb=7-4&oh=e8e749fc5343f7f6aebe0ed1b97aa26d&oe=61979ECC&_nc_sid=83d603,"['Glasses', 'Chin', 'Vision care', 'Dress shirt', 'Sunglasses', 'Neck', 'Sleeve', 'Flash photography', 'Gesture', 'Eyewear']"
CTZArUdNf1v,33342,The rock collection @zaraman #zaraman #zara,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/241314276_580476979984564_4204754657640426353_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=AWdMzo0tpn8AX8Uqfz9&edm=AABBvjUBAAAA&ccb=7-4&oh=250eaa4817cba7cbad89c9448aa98393&oe=61995F9B&_nc_sid=83d603,"['Clothing', 'Forehead', 'Hair', 'Glasses', 'Jeans', 'Chin', 'Vision care', 'Photograph', 'Sunglasses', 'Goggles']"
CTU3rL8tjMI,76280,Geometric vibe #zarawoman,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/241093880_1604259776632574_7437965917085233066_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=ErkK3I0qhacAX8g9p-9&edm=AABBvjUBAAAA&ccb=7-4&oh=fca5d20c5ef3201adc5d7ac41cb81dc5&oe=61992C7D&_nc_sid=83d603,"['Clothing', 'Sleeve', 'Stairs', 'Gesture', 'Waist', 'Ceiling', 'Pattern', 'Slope', 'Handrail', 'Fashion design']"
CTUdI-xttSN,57153,Geometric vibe #zarawoman,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/241020603_401154121463027_702801925121106121_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=RiL6uwKFnjYAX_rkAW1&edm=AABBvjUBAAAA&ccb=7-4&oh=1ffcf605027da7466c74f24c48fe0367&oe=61994FE5&_nc_sid=83d603,"['Leg', 'Fashion', 'Street fashion', 'Sleeve', 'Waist', 'Flash photography', 'Thigh', 'Shorts', 'Style', 'Fashion design']"
CTUKVd_t_PJ,48341,Geometric vibe #zarawoman,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/241101049_2054661378023019_1636790057374419777_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=103&_nc_ohc=uCMUjaIIaSMAX97Mudk&edm=AABBvjUBAAAA&ccb=7-4&oh=7ab2e2df5227ceb42a9e2bdff9265fe5&oe=6198236E&_nc_sid=83d603,"['Arm', 'Leg', 'Human body', 'Neck', 'Sleeve', 'Waist', 'Happy', 'Gesture', 'Thigh', 'Interior design']"
CTCz76JtZl-,68066,New woman collection APRÈS-VACANCES #zaranewin #zarawoman,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/240602022_536571200927318_2125209962281637147_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=OWc4v0_9QnwAX9xgiUa&edm=AABBvjUBAAAA&ccb=7-4&oh=79df174fa9a8988d9fb57a5121623c54&oe=61985196&_nc_sid=83d603,"['Clothing', 'Joint', 'Glasses', 'Shoulder', 'Sunglasses', 'Luggage and bags', 'Bag', 'Sleeve', 'Street fashion', 'Eyewear']"
CTCmp1TntDN,22708,New woman collection #zarawoman #zaranewin,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/240514720_366097631656597_5031765541097202476_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=YgoJfMD4S1sAX87IFzo&edm=AABBvjUBAAAA&ccb=7-4&oh=fe67394ea6fa1ce5e202fc0746165530&oe=61941785&_nc_sid=83d603,"['Cloud', 'Sky', 'Flash photography', 'Travel', 'Happy', 'Boats and boating--Equipment and supplies', 'Aviation', 'Thigh', 'Leisure', 'Cumulus']"
CTCRe1vtXh2,185791,New collection APRÈS-VACANCES #zarawoman #zaranewin,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/240579219_363328251948177_1928026165292285411_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=109&_nc_ohc=b9-XmY5jS7IAX_Uk3KQ&tn=oFZ-Gq2sllr-Yy4I&edm=AABBvjUBAAAA&ccb=7-4&oh=b502aabfa58b70679d5e2e79c80dd68d&oe=619877C6&_nc_sid=83d603,"['Outerwear', 'Shoulder', 'White', 'Dress shirt', 'Sleeve', 'Street fashion', 'Standing', 'Waist', 'Collar', 'Workwear']"
CSzY67etVk1,232212,New collection #zarawoman #zaranewin,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/239213039_352465143144452_5652082625390314169_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=108&_nc_ohc=TUb-yN4DsdgAX9-SXiL&edm=AABBvjUBAAAA&ccb=7-4&oh=c31049c3204a30f909b55423e95a61bc&oe=6198D9CE&_nc_sid=83d603,"['Footwear', 'Face', 'Joint', 'Hand', 'Shoe', 'Shoulder', 'Arm', 'Dress', 'Leg', 'White']"
CSyy0tftiPc,54616,Introducing the Fall Winter 2021 Collection #zarawoman #zaranewin,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/239155387_192916392827594_7159762772610027892_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=HHhbWRdwmsoAX9c1H97&edm=AABBvjUBAAAA&ccb=7-4&oh=8acb6887b476ae449fcce551dff19537&oe=6197EEC6&_nc_sid=83d603,"['Forehead', 'Nose', 'Face', 'Brown', 'Cheek', 'Skin', 'Lip', 'Chin', 'Hairstyle', 'Shoulder']"
CSyZnbrNG-K,52793,Long dress with a high round neck #zarawoman,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/239472007_4353825211349508_7617828523901682984_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=100&_nc_ohc=AiRwxuGemUAAX8zYwt3&edm=AABBvjUBAAAA&ccb=7-4&oh=e537d1024d9736ccab11d3393d53e0f0&oe=61983FF2&_nc_sid=83d603,"['Footwear', 'Sheath dress', 'One-piece garment', 'Leg', 'Dress', 'Sleeve', 'Day dress', 'Waist', 'Gesture', 'Knee']"
CSwx81-tovv,49549,Mini dress with draped detail #zaranewin #zarawoman,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/239547298_361263225451598_7092411528443788234_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=Ng0i3jpRdnYAX9rgs1k&tn=oFZ-Gq2sllr-Yy4I&edm=AABBvjUBAAAA&ccb=7-4&oh=888d1e5b399872152593a64b9b3b5c42&oe=61979A64&_nc_sid=83d603,"['Joint', 'Shoe', 'Shoulder', 'Arm', 'Leg', 'White', 'Muscle', 'Flash photography', 'Knee', 'Standing']"
CSwluH8N7FG,54639,Fitted knit blouse #newin #zarawoman,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/239629753_2987208594888531_7733836978881896406_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=103&_nc_ohc=6XQukG-bGEAAX9PA0iT&tn=oFZ-Gq2sllr-Yy4I&edm=AABBvjUBAAAA&ccb=7-4&oh=83ab0df4452bc7ffd83328cda4768d5d&oe=6198C0BA&_nc_sid=83d603,"['Joint', 'Shorts', 'Leg', 'Human body', 'Flash photography', 'Knee', 'Thigh', 'Waist', 'Sandal', 'Fashion design']"
CSwT48nN5Mg,53459,Future wave #newin #zarawoman,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/238842777_531323394786906_6094761675475797492_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=106&_nc_ohc=3VI5KAsGO3QAX_3zw6B&edm=AABBvjUBAAAA&ccb=7-4&oh=31a06a2cbf0673e94f1e1fe235ab2d7f&oe=61982582&_nc_sid=83d603,"['Hair', 'Joint', 'Outerwear', 'Shoulder', 'Leg', 'Flash photography', 'Sleeve', 'Knee', 'Waist', 'Eyewear']"
CSuHzo6Nz7m,74226,Back to school #newin at @zarakids,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/239137696_361781118920577_3723284734403419169_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=109&_nc_ohc=_OB_tqHsOTsAX_9HvEX&edm=AABBvjUBAAAA&ccb=7-4&oh=855c4c5ed79c917b7b1918e682d87414&oe=6198D30C&_nc_sid=83d603,"['Footwear', 'Shorts', 'Shoe', 'Human', 'Fashion', 'Gesture', 'Thigh', 'Sneakers', 'Happy', 'Knee']"
CStwLL_tWS4,54921,New Collection Back to school @zarakids #newin,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/239095629_1676177579397308_4486965770156238122_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=108&_nc_ohc=DCSdR1a_upoAX8rd8kr&tn=oFZ-Gq2sllr-Yy4I&edm=AABBvjUBAAAA&ccb=7-4&oh=c880033756e9d91c08949f534f216fa0&oe=6197FC7B&_nc_sid=83d603,"['Clothing', 'Face', 'Smile', 'Hair', 'Skin', 'Head', 'Outerwear', 'Photograph', 'Eye', 'Facial expression']"
CStQo4ytmzK,43880,Back to school #newin @zarakids,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/239468889_2172382866402817_5526411469557147588_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=mL87GcY0sgUAX_dn9pR&edm=AABBvjUBAAAA&ccb=7-4&oh=ed1d52d7d26469922e627c20b57e8bfb&oe=6198B21F&_nc_sid=83d603,"['Footwear', 'Shoe', 'Leg', 'Shorts', 'Fashion', 'Style', 'Sneakers', 'Happy', 'Thigh', 'Fashion design']"
CSpBlmHteMo,53560,Zara woman collection #zaranewin #zarawoman,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/237272260_162360689341448_5507823990694417385_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=108&_nc_ohc=x7z6mIvbD5AAX8aRi4u&tn=oFZ-Gq2sllr-Yy4I&edm=AABBvjUBAAAA&ccb=7-4&oh=7f4d387d749434dc33c386cd78dec88f&oe=619938F1&_nc_sid=83d603,"['Outerwear', 'White', 'Jersey', 'Product', 'Azure', 'Neck', 'Sleeve', 'Street fashion', 'Waist', 'Sportswear']"
CSo1fJvNY3G,64470,New knit sweater with high neck #zarawoman,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/237365860_538907310658145_5287054115193776804_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=yYZTfY0gFKsAX_vT6XP&edm=AABBvjUBAAAA&ccb=7-4&oh=a54935540dead24d3fe3c961f77564b3&oe=61987FFF&_nc_sid=83d603,"['Outerwear', 'Wrap', 'Sleeve', 'Collar', 'Shawl', 'Fish', 'Electric blue', 'Workwear', 'Fashion design', 'Stole']"
CSonLuJNFgz,46315,Zara #newin. Extra soft wool sweater #zarawoman,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/236847775_1535198473539024_8141473856510142403_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=100&_nc_ohc=HRxGL7NtNl0AX9JTZ63&edm=AABBvjUBAAAA&ccb=7-4&oh=3563797a213ce02bed23121795bdb598&oe=6197FC8A&_nc_sid=83d603,"['Footwear', 'Trousers', 'Hand', 'Shoe', 'Arm', 'Human body', 'Jersey', 'Sleeve', 'Gesture', 'Sportswear']"
CScOK3qN9Df,36283,"An exploration of new conceptual territories through a minimal colour palette in black and white, combined with the spontaneity of these bold motifs #zarawoman #zarastudio",https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/236226921_2956472867960450_1560053251336868683_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=Gwe_Kn7jpw0AX_2KgXa&edm=AABBvjUBAAAA&ccb=7-4&oh=36619bf8bf4b60ffcb20b57d58ad2959&oe=619966EE&_nc_sid=83d603,"['Hair', 'Lip', 'Eyelash', 'Neck', 'Human body', 'Flash photography', 'Sleeve', 'Street fashion', 'Collar', 'Black hair']"
CSb8EdwHYs3,46330,Studio Issue 002. The dot collection #zarawoman #zarastudio,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/236845174_1287297261725636_1411917510434450994_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=108&_nc_ohc=_HN0c8Rz3VAAX9oAJOR&tn=oFZ-Gq2sllr-Yy4I&edm=AABBvjUBAAAA&ccb=7-4&oh=1457901b88d57d34cf4fe6cde7d4e40e&oe=619427F6&_nc_sid=83d603,"['Plant', 'Smile', 'Leaf', 'Dress', 'Sleeve', 'Temple', 'Standing', 'Tree', 'Street fashion', 'Waist']"
CSbp2JnNEci,43989,Studio Issue 002. The dot as a primitive artistic gesture to reimagine a curated selection of garments with a playful and unpredictable touch. #zarawoman #zarastudio,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/234891223_122018946746464_8235838829213787934_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=XaDUtYXJluwAX_DRMCR&edm=AABBvjUBAAAA&ccb=7-4&oh=573ae47902b373cd3cb21d6d42072e66&oe=61991B74&_nc_sid=83d603,"['Clothing', 'Hair', 'Face', 'Head', 'Outerwear', 'Shoulder', 'White', 'Neck', 'Human body', 'Cap']"
CSW49tQNFEk,48017,The KNIT collection #zarawoman,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/235561519_1161029617735728_5847003178414866855_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=100&_nc_ohc=u_ozhcHIgzYAX9RErmh&edm=AABBvjUBAAAA&ccb=7-4&oh=02898c2b46339e76d3f292e744a2285e&oe=6198B9BB&_nc_sid=83d603,"['Hair', 'Face', 'Head', 'Hand', 'Arm', 'Eye', 'Stomach', 'Facial expression', 'Undershirt', 'Flash photography']"
CSO-CvytQog,66111,The KNIT collection #zarawoman,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/233617149_376371347222575_5574434010756992681_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=pIrVgjcBt_8AX_SuYrU&edm=AABBvjUBAAAA&ccb=7-4&oh=670f4d02fe8965a645092dae169e695f&oe=61993A5E&_nc_sid=83d603,"['Hair', 'Lip', 'Arm', 'Shoulder', 'Leg', 'Human body', 'Neck', 'Flash photography', 'Sleeve', 'Waist']"
CSOgpmsNQ2L,66279,The KNIT collection #zarawoman,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/232396281_573015764070734_4371865674838680111_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=gYNGEP9mOwYAX9wWV_Z&edm=AABBvjUBAAAA&ccb=7-4&oh=8201cae7c68ae449c730a3b9a60c1b70&oe=619891E9&_nc_sid=83d603,"['Face', 'Hand', 'Stomach', 'Arm', 'Leg', 'Human body', 'Flash photography', 'Knee', 'Sleeve', 'Fedora']"
CSKPB39NrZA,90207,Wide leg full length pants #zarawoman,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/233640434_129050109401480_8118231753467052189_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=108&_nc_ohc=asHel0IWluUAX-1mILf&tn=oFZ-Gq2sllr-Yy4I&edm=AABBvjUBAAAA&ccb=7-4&oh=b4c0cfba45908ac303e342954af163d8&oe=619853A3&_nc_sid=83d603,"['Hair', 'Joint', 'Shoulder', 'Arm', 'Leg', 'Human body', 'Waist', 'Smile', 'Thigh', 'Flash photography']"
CSJ3o98tdbb,126157,High rise full length printed jeans #zarawoman,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/231604256_4391241787604064_6844749552757977854_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=100&_nc_ohc=Yvoc_CuLToMAX8xS3Wp&edm=AABBvjUBAAAA&ccb=7-4&oh=b6a154fcab5c4e22f957485f237c22e0&oe=6198852F&_nc_sid=83d603,"['Joint', 'Glasses', 'Lip', 'Smile', 'Vision care', 'Shoulder', 'Facial expression', 'Goggles', 'Sunglasses', 'Neck']"
CSJkdaKNkAi,77498,Wide leg solid color jeans #zarawoman,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/231280946_4573342716011104_3737556668843013658_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=yxXSzaa0IhMAX_AT0bx&edm=AABBvjUBAAAA&ccb=7-4&oh=ab861137ac3e06219fc0e439816561ab&oe=6198E855&_nc_sid=83d603,"['Joint', 'Plant', 'Green', 'Active pants', 'Fashion', 'Hat', 'Neck', 'Sleeve', 'Street fashion', 'Waist']"
