id,likes,caption,imageURL,image_labels
CVA9NRcNBwJ,34465,"Zara Studio Fall ‘21 Collection release 
Art Director: Fabien Baron @fabienbaron
Photographs: Steven Meisel #stevenmeisel
Stylist: Karl Templer #karltempler
Hair: Guido Palau @guidopalau
Make-up: Pat McGrath @patmcgrathreal
Thank you @akwayamar_, @sasha_pivovarova
#zarawoman #zarastudio",https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/245282282_1420882258305599_8701514737437104569_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=PE4IIHhofu4AX-omaLK&tn=oFZ-Gq2sllr-Yy4I&edm=AABBvjUBAAAA&ccb=7-4&oh=7c9bf4598863537155bbc7575ac4ee5c&oe=619908E7&_nc_sid=83d603,"['Forehead', 'Nose', 'Lip', 'Eyebrow', 'Eye', 'Eyelash', 'Human body', 'Jaw', 'Neck', 'Cap']"
CVAk86ql0_g,14485,"Art Director: Fabien Baron @fabienbaron
Film director: Fabien Baron @fabienbaron
Stylist: Karl Templer #karltempler
Hair: Guido Palau @guidopalau
Make-up: Pat McGrath @patmcgrathreal
Models:
 
Sasha Pivovarova @sasha_pivovarova
Rianne Van Rompaey @riannevanrompaey
Kirsten Owen @kirsten.owen
Raquel Zimmerman @raquel_zimmermann
Precious Lee @preciousleexoxo
Marisa Berenson @marisaberensonofficial
Chiharu Okunugi @chiharuokunugi
Yumi Nu @_yumi_nu
Amar Akway @akwayamar_
Meadow Walker @meadowwalker",https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/245400841_238129711691667_7666166300831393361_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=103&_nc_ohc=b7Z9MKnuokAAX_k8ngL&edm=AABBvjUBAAAA&ccb=7-4&oh=0f146bb0dd940777d3c034389c6d8c7d&oe=6193D045&_nc_sid=83d603,"['Footwear', 'Shoe', 'One-piece garment', 'Leg', 'Overcoat', 'Sleeve', 'Dress', 'Street fashion', 'Gesture', 'Style']"
CVAN6D9N8Mg,38608,"Zara Studio Fall ‘21 Collection release 
Art Director: Fabien Baron @fabienbaron
Photographs: Steven Meisel #stevenmeisel
Stylist: Karl Templer #karltempler
Hair: Guido Palau @guidopalau
Make-up: Pat McGrath @patmcgrathreal
Thank you @marisaberensonofficial, @preciousleexoxo
#zarawoman #zarastudio",https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/242942822_621759682163810_1032925559212070908_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=MjGaFP90VGEAX-cFsPQ&edm=AABBvjUBAAAA&ccb=7-4&oh=453f0178de33a181b53e894c4fd1632c&oe=61982B69&_nc_sid=83d603,"['Smile', 'Photograph', 'Jheri curl', 'Dress', 'Human', 'Fashion', 'Black', 'Flash photography', 'Sleeve', 'Waist']"
CU-dDE8D0uf,31562,Zara Studio Fall ’21 Collection. OCTOBER 14 #zarastudio #zarakids @zarakids,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/245841140_955223735405819_8364923666738627849_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=z_2txj2ja7MAX_tiv4B&edm=AABBvjUBAAAA&ccb=7-4&oh=8c52625c125f200a47ec776ce8f1ae3a&oe=6193B7D5&_nc_sid=83d603,"['Flash photography', 'Black-and-white', 'Art', 'Tints and shades', 'Monochrome photography', 'Monochrome', 'Event', 'Entertainment', 'Font', 'Darkness']"
CU-B21UD3O1,33692,Zara Studio Fall ’21 Collection. OCTOBER 14 #zarastudio #zaraman @zaraman,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/245120253_416728286651324_1454555173877836432_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=1&_nc_ohc=-5u4Tf4nAf4AX-uibWd&tn=oFZ-Gq2sllr-Yy4I&edm=AABBvjUBAAAA&ccb=7-4&oh=fb5080f16b2905775b9cc1b270d66311&oe=6193B792&_nc_sid=83d603,"['Automotive tire', 'Wood', 'Rectangle', 'Flash photography', 'Tints and shades', 'Font', 'Flooring', 'Automotive design', 'Hardwood', 'Sky']"
CU9jYuvr9b9,36997,Zara Studio Fall ’21 Collection. OCTOBER 14 #zarastudio #zarawoman,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/242835441_405319647879164_4130572407188388551_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=108&_nc_ohc=bIUfyZUlNMQAX8ZnH76&edm=AABBvjUBAAAA&ccb=7-4&oh=d8d38ebbc2bcc6153b0cf3dd9e3e1621&oe=6193C2CC&_nc_sid=83d603,"['Flash photography', 'Gesture', 'Font', 'Entertainment', 'Music', 'Happy', 'Art', 'Event', 'Monochrome photography', 'Monochrome']"
CU5PDC1tbFV,52261,Zara Studio Fall ’21 Collection. COMING SOON #zarastudio #zarakids @zarakids,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/244982834_233099682187972_1406837437572027094_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=jlbHlcS_LE0AX8MnyrM&edm=AABBvjUBAAAA&ccb=7-4&oh=2a1db3ec62c24f95ffeae78e307d9028&oe=61987585&_nc_sid=83d603,"['Musical instrument', 'Wind instrument', 'Brass instrument', 'Automotive tire', 'Musician', 'Drum', 'Woodwind instrument', 'Music', 'Tuba', 'Event']"
CU5BzMvNSvo,35867,Zara Studio Fall ’21 Collection. COMING SOON #zarastudio #zaraman @zaraman,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/245083705_114904244292339_3684015150933427938_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=103&_nc_ohc=kS_S2iPBtDYAX8oG-MT&edm=AABBvjUBAAAA&ccb=7-4&oh=911670c510d8bad819abc59db2bfd23e&oe=6199488A&_nc_sid=83d603,"['Shoe', 'Leg', 'Flash photography', 'Sleeve', 'Waist', 'Standing', 'Gesture', 'Collar', 'Style', 'Knee']"
CU4lfKktWSs,62594,Zara Studio Fall ’21 Collection. COMING SOON #zarastudio #zarawoman,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/245199328_4724723184212745_1521938854662222828_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=109&_nc_ohc=UkD3WCJ5c-IAX9gTSe8&tn=oFZ-Gq2sllr-Yy4I&edm=AABBvjUBAAAA&ccb=7-4&oh=8f3303c9218bfbf2f9cc5ba76f85d2ee&oe=619858F3&_nc_sid=83d603,"['Lip', 'Chin', 'Eyebrow', 'Shoulder', 'Eyelash', 'Black', 'Neck', 'Flash photography', 'Jaw', 'Sleeve']"
CUxD1vgsUZi,5106,Chapter 2. The investigation. Discover who is guilty in this Halloween story #zarakids @zarakids,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/244710604_902936193698112_3661850318258613831_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=100&_nc_ohc=6seYH6P76wUAX_wAXOJ&edm=AABBvjUBAAAA&ccb=7-4&oh=7767c9dea234532a708d90b48381b851&oe=6193A892&_nc_sid=83d603,"['Wood', 'Grey', 'Tints and shades', 'Felidae', 'Small to medium-sized cats', 'Whiskers', 'Art', 'Flooring', 'Darkness', 'Room']"
CUxDz7eMsOE,57000,Scary Halloween collection #zarakids @zarakids,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/244585288_156865666577779_4687181893862162353_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=Og2fs7IJUQgAX8f1epr&tn=oFZ-Gq2sllr-Yy4I&edm=AABBvjUBAAAA&ccb=7-4&oh=45a804e49118aa0dc057eda0521a435a&oe=61990C82&_nc_sid=83d603,"['Face', 'Outerwear', 'Smile', 'Eyebrow', 'Eye', 'Cap', 'Textile', 'Sleeve', 'Happy', 'Street fashion']"
CUwuvTvPoPY,34529,Who is guilty? A Halloween story. TO BE CONTINUED #zarakids @zarakids,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/244639060_556642398960962_367490518160159368_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=h1RGtLNO8H4AX9PxtCx&edm=AABBvjUBAAAA&ccb=7-4&oh=87350585035af5ad9c7871e9dd5a02cb&oe=6193E6EF&_nc_sid=83d603,"['Table', 'Tableware', 'Furniture', 'Picture frame', 'Plant', 'Drinkware', 'Decoration', 'Chair', 'Tablecloth', 'Cup']"
CUvAPVUt7pR,31727,"The Charlotte Gainsbourg Collection for Zara translates the essence of her style – and her lifelong love of jeans – into a spontaneous, focused silhouette #charlottexzara Thank you @charlottegainsbourg",https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/244452172_461578575067781_4011390189312658953_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=qkviWiz04t0AX-QNCa4&edm=AABBvjUBAAAA&ccb=7-4&oh=e391d8ded5efbef1f59b58c37c420316&oe=6199433C&_nc_sid=83d603,"['Clothing', 'Face', 'Hair', 'Head', 'Jeans', 'Outerwear', 'Shoe', 'Leg', 'Sleeve', 'Waist']"
CUukp-iDWNj,37321,The Charlotte Gainsbourg Collection. Iconic and inimitable style. A signature look with one recurring item above all: denim #charlottexzara Thank you @charlottegainsbourg,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/244446168_170470881915330_8334203311803745928_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=106&_nc_ohc=bI0Qp2ASjQkAX-Xr5Mw&edm=AABBvjUBAAAA&ccb=7-4&oh=0bcd4a058afa0a747cb114e1ce8b23c6&oe=619398CF&_nc_sid=83d603,"['Jeans', 'Outerwear', 'Flash photography', 'Sleeve', 'Gesture', 'Font', 'T-shirt', 'Rectangle', 'Happy', 'Elbow']"
CUuFooztD2F,37726,Introducing the Charlotte Gainsbourg Collection. Exclusively at Zara #charlottexzara Thank you @charlottegainsbourg,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/244460219_391722769351552_7839512617300539329_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=55NDxHi2MPUAX97b8HO&edm=AABBvjUBAAAA&ccb=7-4&oh=38b18606e46fe21165b6600d578fe1b6&oe=6198E800&_nc_sid=83d603,"['Arm', 'Shoulder', 'Neck', 'Sleeve', 'Gesture', 'Jacket', 'Street fashion', 'Collar', 'Waist', 'Fashion design']"
CUp1P2qs8Z9,41003,The Charlotte Gainsbourg Collection for Zara. COMING SOON #charlottexzara,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/244311315_393933019105743_862415456700466554_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=103&_nc_ohc=HDKOLcNzjOQAX9FVSlO&tn=oFZ-Gq2sllr-Yy4I&edm=AABBvjUBAAAA&ccb=7-4&oh=7629ce905123fd3a24b0ea71f9075daf&oe=61938CD3&_nc_sid=83d603,"['Rectangle', 'Font', 'Technology', 'Electric blue', 'Circle', 'Space', 'Pattern', 'Sky', 'Brand', 'Graphics']"
CUpbnu6thak,58792,The  Charlotte Gainsbourg Collection for Zara. COMING SOON #charlottexzara,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/244385601_376964377486301_2606306789662144918_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=Mw-NpYmX-OYAX-LKc_F&edm=AABBvjUBAAAA&ccb=7-4&oh=455853ef01a3697ba6295b48b851d94f&oe=61996F25&_nc_sid=83d603,"['Nose', 'Hair', 'Lip', 'Outerwear', 'Eyebrow', 'Eyelash', 'Flash photography', 'Gesture', 'Happy', 'Leather jacket']"
CUo5aiijkVY,22597,The  Charlotte Gainsbourg Collection for Zara. COMING SOON #charlottexzara,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/244376996_172190445068419_7238084149455034583_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=vlWenvmQZ9IAX-_PUOe&edm=AABBvjUBAAAA&ccb=7-4&oh=077b881aa887b358b35b61e4b43a397d&oe=619409FB&_nc_sid=83d603,"['Black-and-white', 'Font', 'Monochrome photography', 'Monochrome', 'Display device', 'Rectangle', 'Darkness', 'Multimedia', 'Event', 'Room']"
CUdEwWptApv,39702,"ZARA ATHLETICZ. Active wear that goes faster and further. NOW AVAILABLE 
#zaraathleticz",https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/243303370_574463243869289_8666938666941068934_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=cx5mOIjDvsYAX8M3DgS&edm=AABBvjUBAAAA&ccb=7-4&oh=d8e425d683329d97c68bdc0b5e342ea9&oe=619824DA&_nc_sid=83d603,"['Arm', 'Window', 'Leg', 'White', 'Black', 'Human body', 'Flash photography', 'Standing', 'Black-and-white', 'Architecture']"
CUcvDsFt0Ed,35295,"ZARA ATHLETICZ. Adaptable, multifunctional designs with a spotlight on performance for all sports. NOW AVAILABLE #zaraathleticz",https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/243709008_319674349931463_8618387851020912183_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=103&_nc_ohc=iks57lZ4au4AX-QJBjY&edm=AABBvjUBAAAA&ccb=7-4&oh=cda8ee583a73a4a3c38d4dc94ea2c1f4&oe=6193E5EA&_nc_sid=83d603,"['Light', 'Automotive lighting', 'Road surface', 'Black', 'Human', 'Asphalt', 'Zebra crossing', 'Standing', 'Black-and-white', 'Thoroughfare']"
CUceNpkNDmk,57095,"ZARA ATHLETICZ is built on three fundamental ideas: simplicity, comfort and functionality. NOW AVAILABLE #zaraathleticz",https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/244053253_231429458860316_5105613294728893170_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=108&_nc_ohc=8BZTBy7GOkYAX88jgD-&edm=AABBvjUBAAAA&ccb=7-4&oh=9a4c81ea0618e0222338fe57a6c47bdb&oe=6198D588&_nc_sid=83d603,"['Basketball', 'Flash photography', 'Style', 'Knee', 'Player', 'Sports equipment', 'Sports', 'Monochrome photography', 'Monochrome', 'Performing arts']"
CUXzGmXthbH,17102,ZARA ATHLETICZ. Active-wear that makes you go faster and further. Designed for high performance. Available September 30 #zaraathleticz,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/243242781_390428999368544_6085107351578099342_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=108&_nc_ohc=M1vWHqA56ooAX9MQ53v&edm=AABBvjUBAAAA&ccb=7-4&oh=030f7d83bc89940e9b6097e827d038d5&oe=61940861&_nc_sid=83d603,"['Art', 'Rectangle', 'Creative arts', 'Wood', 'Triangle', 'Tints and shades', 'Circle', 'Font', 'Pattern', 'Symmetry']"
CUXVmhbrZD6,18327,ZARA ATHLETICZ. Active-wear that makes you go faster and further. Designed for high performance. Available September 30 #zaraathleticz,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/243175978_1099582524117583_7985129388862946594_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=SEwXySu4NUQAX9x_H7b&edm=AABBvjUBAAAA&ccb=7-4&oh=f6c614aa4c9a9ec52c6d080ba4ca58ac&oe=61941A7C&_nc_sid=83d603,"['Flash photography', 'Entertainment', 'Movie', 'Font', 'Midnight', 'Darkness', 'Event', 'Monochrome photography', 'Monochrome', 'Fictional character']"
CUW2YXXDwzb,17609,ZARA ATHLETICZ. Active-wear that makes you go faster and further. Designed for high performance. Available September 30 #zaraathleticz,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/243366457_380330543798815_5901263598389879672_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=OxOfgyVhF6wAX8OUgL1&edm=AABBvjUBAAAA&ccb=7-4&oh=86dc01bd5f26a33af1042fcd8d3c5ace&oe=6193B25F&_nc_sid=83d603,"['Parallel', 'Font', 'Monochrome', 'Monochrome photography', 'Symmetry', 'Metal', 'Wood', 'Still life photography', 'Rectangle', 'Darkness']"
CUVZ6tFtQKI,40407,The STUDIO issue 003 #zarawoman,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/243077039_857986058186103_8730936328248731270_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=103&_nc_ohc=lvZlEjtFPx0AX_12-mq&edm=AABBvjUBAAAA&ccb=7-4&oh=70d7af908f3b66c04733787679650e50&oe=6198B4E5&_nc_sid=83d603,"['Textile', 'Standing', 'Knee', 'Thigh', 'Wood', 'Waist', 'Human leg', 'Fashion design', 'Flooring', 'Sitting']"
CUVEvnvtm3-,59698,The STUDIO issue 003 #zarawoman,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/243048642_401436828260260_8607276840615595774_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=y2tUcb5KUioAX-W6bBY&edm=AABBvjUBAAAA&ccb=7-4&oh=83bb9f17bcecb9f2b9ef717edd0f6afa&oe=6198B28B&_nc_sid=83d603,"['Nose', 'Hair', 'Lip', 'Hairstyle', 'Photograph', 'White', 'Eyelash', 'Black', 'Flash photography', 'Jaw']"
CUU1L-DND6e,39340,The STUDIO issue 003 #zarawoman,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/243147149_282853813462324_2863578069823385190_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=tEbTLl7pAocAX9Lsh9S&tn=oFZ-Gq2sllr-Yy4I&edm=AABBvjUBAAAA&ccb=7-4&oh=029e2f42fcd3245cbdc45e61c663a113&oe=61989BBB&_nc_sid=83d603,"['Joint', 'Shoulder', 'Leg', 'One-piece garment', 'Dress', 'Entertainment', 'Performing arts', 'Thigh', 'Waist', 'Knee']"
CUNkRPINmaF,23296,New HERITAGE. A curated transitional wardrobe of repurposed classics featuring a vibrant selection of timeless heritage staples. @zaraman #zaraman #zaranewin,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/242809038_199913918903799_9013041609625642350_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=103&_nc_ohc=fivxEuWe_HAAX-sQlk-&edm=AABBvjUBAAAA&ccb=7-4&oh=e7b0a8aa1cb99118dfc34c44713efd02&oe=61992ECC&_nc_sid=83d603,"['Trousers', 'Photograph', 'Hat', 'Sleeve', 'Sun hat', 'Collar', 'Headgear', 'Dress shirt', 'Rectangle', 'Waist']"
CUNIZDlsN8U,22601,New HERITAGE. A curated transitional wardrobe of repurposed classics featuring a vibrant selection of timeless heritage staples. @zaraman #zaraman #zaranewin,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/242552152_648438192788469_4394718379301356841_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=109&_nc_ohc=UFML68-KRM4AX8ObHb4&tn=oFZ-Gq2sllr-Yy4I&edm=AABBvjUBAAAA&ccb=7-4&oh=071abde9375c8f439dd7dfad39283b7d&oe=61939251&_nc_sid=83d603,"['Furniture', 'Shorts', 'Chair', 'Entertainment', 'Smile', 'Performing arts', 'Event', 'Fun', 'Hat', 'Music']"
CUMv6A5NPSz,24930,New HERITAGE. A curated transitional wardrobe of repurposed classics featuring a vibrant selection of timeless heritage staples. @zaraman #zaraman #zaranewin,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/242573430_427572902127253_3757419077678930712_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=XgKI0eMECJsAX-K9PWN&edm=AABBvjUBAAAA&ccb=7-4&oh=78533ae61bd9926256b9956bba9d6de8&oe=619972BC&_nc_sid=83d603,"['Wood', 'Sleeve', 'Comfort', 'Flooring', 'Rectangle', 'Street fashion', 'Formal wear', 'Leisure', 'Room', 'Knee']"
CUK-mWjtchq,174877,The new pet collection #zarapets,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/242659527_502838514326333_8878240494326191336_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=saDtDTc_ykcAX8nkyWP&edm=AABBvjUBAAAA&ccb=7-4&oh=7758c3a90c4115a0590abad34a6507cd&oe=6199315F&_nc_sid=83d603,"['Outerwear', 'Fur clothing', 'Sleeve', 'Gesture', 'Headgear', 'Glove', 'Hat', 'Fashion design', 'Mascot', 'Costume design']"
CUKt1SgthtH,51805,The new pet collection #zarapets,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/242641489_917563595852182_1439081895515472689_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=01LobAj9WzEAX9Fhe9f&edm=AABBvjUBAAAA&ccb=7-4&oh=ff55291ee3bc37f5a4fb29ea2e1ba3f7&oe=61993244&_nc_sid=83d603,"['Trousers', 'Dog', 'Dog breed', 'Carnivore', 'Fawn', 'Companion dog', 'Boot', 'Event', 'Fun', 'Smile']"
CUKE5_ZNU6a,71686,The new pet collection #zarapets,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/242499192_892417391680457_7614334103486004571_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=1fnX5vVSQI8AX9qy7Jm&edm=AABBvjUBAAAA&ccb=7-4&oh=89d9a91a6c7a13ae7a6847074fbbfc06&oe=6197E0D7&_nc_sid=83d603,"['Outerwear', 'Overcoat', 'Human body', 'Sleeve', 'Tartan', 'Street fashion', 'Headgear', 'Cap', 'Carnivore', 'Waist']"
CT-JREjt43i,55742,Into the dune #zarawoman,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/242133475_1118328532029808_6848312054703248304_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=76hB7pM830UAX-pOAYm&edm=AABBvjUBAAAA&ccb=7-4&oh=c4dfc9a9b3e7f83771cc5700c24ebd00&oe=61991599&_nc_sid=83d603,"['Skin', 'Sky', 'Hand', 'Hairstyle', 'Arm', 'People in nature', 'Smile', 'Azure', 'Flash photography', 'Neck']"
CT9pKeYN0Af,32629,Into the dune #zarawoman,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/242313679_353858183192494_4191390430797038152_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=YvsiH9W6UMUAX9HrMPg&tn=oFZ-Gq2sllr-Yy4I&edm=AABBvjUBAAAA&ccb=7-4&oh=b41769a4a9eda8979df79690d0315980&oe=6198B8C7&_nc_sid=83d603,"['Hair', 'Sky', 'Facial expression', 'Sunglasses', 'Vision care', 'Nature', 'Goggles', 'People in nature', 'Happy', 'Flash photography']"
CT9Lv9dNGuZ,41738,Into the dune #zarawoman,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/242223860_537139757372457_7467288344423324020_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=109&_nc_ohc=jmZdaEfxEWgAX_orx5Z&edm=AABBvjUBAAAA&ccb=7-4&oh=cbed11e009b4e6fdd8532f17ce8e83ad&oe=61979CB7&_nc_sid=83d603,"['Hand', 'Arm', 'People in nature', 'Natural environment', 'Happy', 'Gesture', 'Yellow', 'Smile', 'Finger', 'Travel']"
CT4-UVfN4Ih,88986,"ZARA ORIGINS -assembled edition of clothing harnesses progressive design to combine modern values with outstanding value. #zaraorigins 
Thank you @yrnkn__ 
Photograph by @tylersphotos",https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/242021305_945730172683263_6637846369893730497_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=103&_nc_ohc=dWkQ52cHJLgAX-IIT5D&edm=AABBvjUBAAAA&ccb=7-4&oh=a2eb68326220b5f7fe4cc3a111c60005&oe=61978572&_nc_sid=83d603,"['Shoulder', 'Dress shirt', 'Neck', 'Fashion', 'Flash photography', 'Sleeve', 'Standing', 'Collar', 'Street fashion', 'Thigh']"
CT4fDxsDZYy,13566,"ZARA ORIGINS is a project focused upon building a contemporary wardrobe. The aim is to conceive, create and offer garments which are newly-refined archetypes of their kind, fabricated in fine materials, and manufactured to high standards of expertise and craft. #zaraorigins",https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/242225227_407147970968855_5390910111101394561_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=sajdl6LXtM0AX_5p2fy&edm=AABBvjUBAAAA&ccb=7-4&oh=2d2814bdf052011f69f9596d0418e84a&oe=61942996&_nc_sid=83d603,"['Light', 'Azure', 'Underwater', 'Water', 'Art', 'Fin', 'Font', 'Electric blue', 'Astronomical object', 'Space']"
CT4L2EgNYoI,121047,"ZARA ORIGINS - A new line whose mission is to examine the evolution of clothing in order to revolutionise it, both for now and the future #zaraorigins 
Thank you @ottawakwami @sachaquenby @moustapha_luka @thankyoubabacar 
Photograph by @tylersphotos",https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/242072443_546729873283397_1190922256918406125_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=zP0GtNmimEcAX-g7sol&edm=AABBvjUBAAAA&ccb=7-4&oh=42a6cc8b0bb702f1381e06dce02e7d85&oe=6197F317&_nc_sid=83d603,"['Suit trousers', 'Vision care', 'Sleeve', 'Collar', 'Flash photography', 'Fashion design', 'Eyewear', 'Blazer', 'Formal wear', 'White-collar worker']"
CTz9NtdtGKb,21913,ZARA ORIGINS. A project focused upon building a contemporary wardrobe. SEPTEMBER 16  @zaraman #zaraman #zaraorigins #comingsoon,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/241801572_281742810429777_6268126214871059366_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=109&_nc_ohc=Dm2dtqkicSgAX-PAMnQ&edm=AABBvjUBAAAA&ccb=7-4&oh=a6691f678e0e98318ca3479681a97fe7&oe=6198E153&_nc_sid=83d603,"['Sky', 'Light', 'Azure', 'Twig', 'Street light', 'Electricity', 'Tree', 'Lamp', 'Tints and shades', 'Technology']"
CTzwmkXrVTP,28328,ZARA ORIGINS. A project focused upon building a contemporary wardrobe. SEPTEMBER 16  @zaraman #zaraman #zaraorigins #comingsoon,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/242021303_286157746291780_2363843636077370051_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=PqPOIKhLpEQAX-E4RNM&edm=AABBvjUBAAAA&ccb=7-4&oh=9bacb932ae1ddbaa51f12914aaa7ca6f&oe=61940DB4&_nc_sid=83d603,"['Flash photography', 'Font', 'Entertainment', 'Sky', 'Event', 'Darkness', 'Performing arts', 'Midnight', 'Electric blue', 'Backlighting']"
